key_word,genres
"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.",comedy
An abortion clinic worker with a special heritage is called upon to save the existence of humanity from being negated by two renegade angels trying to exploit a loop-hole and reenter Heaven.,comedy
"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",comedy
Nathan Fielder gives people a chance to rehearse for their own lives in a world where nothing ever works out as expected.,comedy
"A group of five high schoolers unleash supernatural forces upon their town. Now, they must work together in order to save it.",comedy
A naive teenager is sent to rehab camp when her straitlaced parents and friends suspect her of being a lesbian.,comedy
A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.,comedy
A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,comedy
Hilariously sexy coming of age series which follows group of high school students and their sexual life through their high school years.,comedy
"Gym teacher Graham Lubbock and his wife Elizabeth live in Eureka, California with their eight children.",comedy
"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",comedy
"Sheila and Joel are married real estate agents who live and work in Santa Clarita, California. When Sheila dies, their lives take a dark turn.",comedy
A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.,comedy
"A close-knit group of six friends get through their teens together while attending Bayside High School in Palisades, California.",comedy
The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,comedy
Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,comedy
A world-class playboy and part-time secret agent from the 1960s emerges after thirty years in a cryogenic state to battle with his nemesis Dr. Evil.,comedy
"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",comedy
A young couple arrives in New York for a weekend where they are met with bad weather and a series of adventures.,comedy
"An Eastern European tourist unexpectedly finds himself stranded in JFK airport, and must take up temporary residence there.",comedy
"Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",comedy
A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,comedy
"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",comedy
"Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",comedy
"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",comedy
"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",comedy
"A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",comedy
"When a massive fire kills their parents, three children are delivered to the custody of cousin and stage actor Count Olaf, who is secretly plotting to steal their parents' vast fortune.",comedy
"Son of Naruto Uzumaki, Boruto, follows his father's footsteps along with his friends to become great ninja. Throughout all their adventures, Boruto is determined to make his mark in the ninja world and live outside of his father's shadow.",comedy
A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.,comedy
"Cousins Bo, Luke, and Daisy Duke, and their uncle Jesse, egg on the authorities of Hazzard County, Boss Hogg and Sheriff Coltrane.",comedy
"An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body.",comedy
"Genre-mixing anthology series, inviting viewers into some very different and enigmatic No. 9s.",comedy
An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,comedy
The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,comedy
Two men named Charlie Hinton and Phil Ryerson get laid off and have to become stay-at-home fathers when they can't find jobs. This inspires them to open their own day care center.,comedy
"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",comedy
"Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit.",comedy
"Jimmy becomes a single parent to an infant after her mother, with whom he had a one-night stand, ends up on Death Row.",comedy
A basketball scout discovers a phenomenal street ball player while in Spain and sees the prospect as his opportunity to get back into the NBA.,comedy
"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",comedy
"Follow-up to the comedy series Roseanne (1988), centering on the family members of the matriarch after her sudden death.",comedy
"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",comedy
"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",comedy
"The 1960s lives and adventures of the police constabulary, medical staff, and residents of Ashfordly and Aidensfield.",comedy
"A lazy law school graduate adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",comedy
"Aisha Tyler hosts this skit comedy show where the actors on the show, usually Wayne Brady, Colin Mochrie, Ryan Stiles and another guest star or two do different comedy skits. It's all improv and made up on the spot.",comedy
"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",comedy
"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",comedy
An exclusive golf course has to deal with a flatulent new member and a destructive dancing gopher.,comedy
"The adventures of the last human alive and his friends, stranded three million years into deep space on the mining ship Red Dwarf.",comedy
Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,comedy
Two cousins travel to Poland after their grandmother's death to see where they came from and end up joining a Holocaust tour.,comedy
"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",comedy
After being gone for a decade a country star returns home to the love he left behind.,comedy
"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",comedy
"Sister Simone partners with her ex-boyfriend Wiley on a globe-spanning journey to destroy Mrs. Davis, a powerful artificial intelligence.",comedy
Brothers Huey and Riley Freeman experience a culture clash when they leave Chicago to move in with their grandfather in the suburbs.,comedy
"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way.",comedy
"After wishing to be made big, a teenage boy wakes the next morning to find himself mysteriously in the body of an adult.",comedy
"Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",comedy
"An aspiring actor and his sister Brooke, a former professional dancer, try to find their places in the world while wrestling with their feelings about their 13-year-old brother Chase's sudden rise to internet fame.",comedy
"The Manzoni family, a notorious Mafia clan, is relocated to Normandy, France, under the Witness Protection Program, where fitting in soon becomes challenging as their old habits die hard.",comedy
"James May embarks on a remarkable journey across Japan, from its icy north to its balmy south. He'll see the sights, meet the locals, and eat the noodles in a bid to truly understand the Land of the Rising Sun.",comedy
"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",comedy
A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him in order to track down a killer.,comedy
"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",comedy
"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",comedy
"A lazy, incompetent middle school teacher who hates her job, her students, and her co-workers is forced to return to teaching to make enough money for breast implants after her wealthy fiancé dumps her.",comedy
"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.",comedy
"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.",comedy
"A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.",comedy
"Follows the story of Pamela Anderson and Tommy Lee's relationship, going back to their whirlwind romance that started with them marrying after only knowing each other for 96 hours in 1995.",comedy
"A horrible toxic accident transforms downtrodden janitor, Winston Gooze into a new evolution of hero: The Toxic Avenger.",comedy
"The wild misadventures of Edina ""Eddy"" Monsoon and her best friend Patsy Stone, who live in a nearly constant haze of drugged, drunken selfishness.",comedy
"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",comedy
"After an experimental bio-weapon is released, turning thousands into zombie-like creatures, it's up to a rag-tag group of survivors to stop the infected and those behind its release.",comedy
The trials and misadventures of the staff of a country veterinary office in Yorkshire from the 1930s to the 1950s.,comedy
Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,comedy
A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.,comedy
An unfairly discredited but brilliant diagnostic surgeon winds up working with his cheesy brother in the Hamptons as a concierge doctor to the uber-rich and ultra-elite.,comedy
"The misadventures of a suburban boy, family and friends.",comedy
A friendly guy from the Midwest tries to fit in in a tough L.A. neighborhood.,comedy
"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job.",comedy
"Set in the 19th century, it explores the constraints of society, gender and family from the perspective of rebellious young poet, Emily Dickinson.",comedy
"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other.",comedy
"An extremely pampered African prince travels to Queens, New York and goes undercover to find a wife that he can respect for her intelligence and strong will.",comedy
"Two couples and their single friend, all at different stages in their relationships, deal with the complications of dating, commitment, and marriage.",comedy
An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho he met that evening at a coffee shop.,comedy
"In addition to fighting evil, Superman has a burning romance with Lois Lane in both of his identities.",comedy
"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",comedy
"Three drag queens travel cross-country until their car breaks down, leaving them stranded in a small town.",comedy
"When a cartoon rabbit is accused of murder, he enlists the help of a burnt out private investigator to prove his innocence.",comedy
A self-centered Minnesota lawyer is sentenced to community service coaching a rag tag youth hockey team.,comedy
Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,comedy
"Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",comedy
A grumpy Grinch plots to ruin Christmas for the village of Whoville.,comedy
"Nell, Simon, and their 3 sons are ready to welcome friends and family for what promises to be a perfect Christmas gathering. Perfect except for one thing: everyone is going to die.",comedy
Two eighth-graders start to have feelings for each other despite being total opposites.,comedy
"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",comedy
"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.",comedy
"After discovering that her boyfriend is married, Carly meets the wife he's been betraying; when yet another affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.",comedy
A sausage strives to discover the truth about his existence.,comedy
"The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that are still felt today.",comedy
"After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos.",comedy
"Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",comedy
Shirley is a 42-year-old bored Liverpudlian housewife who takes a holiday trip to Greece and meets a local man who bolsters her self-confidence. She evolves and transforms to the point that her husband doesn't even recognize her.,comedy
The teenage son of the king and queen of Auradon offers the trouble-making children of villains a chance to attend prep school in the kingdom.,comedy
"An American mom inherits her grandfather's mafia empire in Italy. Guided by the firm's consigliere, she hilariously defies everyone's expectations as the new head of the family business.",comedy
An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.,comedy
A space colony family struggles to survive when a spy/accidental stowaway throws their ship hopelessly off course.,comedy
"Rock-and-roll icon Conrad Birdie is about to go into the Army, and plans are being made to arrange his final going-away concert.",comedy
"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",comedy
Two young people's bond leads to marital infidelity and ultimately crime.,comedy
"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",comedy
A family plans to rob a mall but find armed robbers already inside when they arrive.,comedy
"A young woman tries to ease the pain of her fiancé's death by sending romantic texts to his old cell phone number, and forms a connection with the man the number has been reassigned to.",comedy
Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,comedy
Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,comedy
"A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.",comedy
"An elite team of mercenaries breaks into a family compound on Christmas Eve, taking everyone hostage. However, they aren't prepared for a surprise combatant: Santa Claus is on the grounds, and he's about to show why this Nick is no saint.",comedy
"At a Jewish funeral service with her parents, a college student runs into her sugar daddy and ex girlfriend.",comedy
A woman is rescued from a doomsday cult and starts life over again in New York City.,comedy
A tough aspiring chef is hired to bring home a mobster's son from the Amazon but becomes involved in the fight against an oppressive town operator and the search for a legendary treasure.,comedy
This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,comedy
"In a continuation of Full House (1987), D.J. Fuller is a mother of three young boys and is a recent widow. D.J.'s sister Stephanie, her best friend Kimmy and Kimmy's teenage daughter all move in to help raise her sons. The house is now a lot fuller.",comedy
Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.,comedy
Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,comedy
"Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.",comedy
"Using high tech gadgets, two kids have to save their reactivated OSS top spy parents when they're taken by an evil, high tech enemy.",comedy
"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",comedy
An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners.,comedy
"John Beckwith and Jeremy Grey, a pair of committed womanizers who sneak into weddings to take advantage of the romantic tinge in the air, find themselves at odds with one another when John meets and falls for Claire Cleary.",comedy
"Vignettes about eight different couples at varying points in their relationships, each having conversations immediately after having sex.",comedy
A couple find themselves in over their heads when they foster three children.,comedy
"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",comedy
"Ella is under a spell to be constantly obedient, a fact she must hide from her new stepfamily in order to protect the prince of the land, her friend for whom she's falling.",comedy
"At Adams College, a group of bullied outcasts and misfits resolve to fight back for their peace and self-respect.",comedy
"Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande.",comedy
"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",comedy
"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",comedy
"Wayne, a 16-year-old with a heart of gold, sets out on a small two-stroke road bike from Boston to Florida with his new friend Del to retrieve the '79 Trans-Am that was stolen from his father before he died.",comedy
"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",comedy
"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",comedy
Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,comedy
"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",comedy
"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",comedy
"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.",comedy
Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,comedy
A whiny news reporter is given the chance to step into God's shoes.,comedy
"A vapid aspiring model killed in a car crash gets brought back to life as an intelligent, overweight lawyer, hoping to find the meaning of inner beauty.",comedy
A popular high school athlete and an academically gifted girl get roles in the school musical and develop a friendship that threatens East High's social order.,comedy
"Follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",comedy
"Dramatizes a contemporary American family's attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love, death, and the possibility of happiness in an uncertain world.",comedy
"A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.",comedy
"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",comedy
The misadventures of an author-turned-innkeeper and his friends in rural Vermont.,comedy
"Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",comedy
A town's Sheriff and regular patron of a historical whorehouse fights to keep it running when a television reporter targets it as the Devil's playhouse.,comedy
"Cid Kagenou creates an elaborate plot to fight the Cult of Diabolos and builds his organization, the Shadow Garden.",comedy
"Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, which sets Sam's mom on her own life-changing path as her son seeks more independence.",comedy
"After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",comedy
A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.,comedy
"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",comedy
"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",comedy
"In the 1970s, an anchorman's stint as San Diego's top-rated newsreader is challenged when an ambitious newswoman becomes his co-anchor.",comedy
"One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time.",comedy
"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams.",comedy
"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.",comedy
"After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.",comedy
"It follows Abby and Travis, who after a crazy night in Las Vegas, discover they are married. They head to Mexico for a honeymoon with friends and family.",comedy
"Hot-tempered journalist Maya got herself fired yet again. Unable to find a job anywhere else and facing eviction, she is forced to go work for Blush, her father's fashion magazine.",comedy
"Raquel's longtime crush on her next-door neighbor turns into something more when he starts developing feelings for her, despite his family's objections.",comedy
"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",comedy
A group of enslaved teenagers steal a derelict Starfleet vessel to escape and explore the galaxy.,comedy
"A Chicago advertising man must struggle to travel home from New York for Thanksgiving, with a lovable oaf of a shower-curtain-ring salesman as his only companion.",comedy
An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,comedy
"TV series based on the New York Times column that explores relationships, love, and the human connection.",comedy
"Maxwell Smart, a highly intellectual but bumbling spy working for the CONTROL agency, is tasked with preventing a terrorist attack from rival spy agency KAOS.",comedy
"The adventures of the fast-drivin', rubber-burnin' Duke boys of Hazzard County.",comedy
"Three female employees of a sexist, egotistical, lying, hypocritical bigot find a way to turn the tables on him.",comedy
Bubble Boy's been in a bubble all his life due to no immune system. A cute blonde girl befriends BB. Her boyfriend proposes and BB decides to travel across USA to Niagara Falls to stop the wedding.,comedy
An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,comedy
Three twenty-somethings share a Boston apartment and hang around (and work) at a pizza place.,comedy
A hard-living aunt is forced to take care of her wealthy sister's spoiled kids after the mom flees the country to avoid criminal charges.,comedy
A San Francisco poet who fears commitment suspects his girlfriend may have a knack for killing off her significant others.,comedy
"Due to circumstances, Serkan and Eda will have to pretend to be engaged. Comedy begins. And romance?",comedy
"After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents.",comedy
Six short stories that explore the extremities of human behavior involving people in distress.,comedy
"After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.",comedy
There's just one dream for the women of Ballygar to taste freedom: to win a pilgrimage to the sacred French town of Lourdes.,comedy
The life and career of legendary comedian Andy Kaufman.,comedy
"A chance encounter between a down-and-out music business executive, and a young singer songwriter new to Manhattan, turns into a promising collaboration between the two talents.",comedy
"Three high-school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",comedy
"When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",comedy
A suburban mother faces her cancer diagnosis while trying to find humor and happiness as well.,comedy
"Fresh out of the farm, Annie Walker must adapt to the challenging life of a CIA operative under the guidance of her handler, Auggie. But soon she realizes her recruit might have to do with her last boyfriend rather than her talent.",comedy
"Mrs. Edna Garrett, housemother and dietitian at the Eastland School, teaches a group of girls in her charge how to solve those problems that every teenager has to face.",comedy
A nouveau-riche hillbilly family moves to Beverly Hills and shakes up the privileged society with their hayseed ways.,comedy
Follows a teacher juggle through being a teacher and deal with his students while trying to maintain his not so cool lifestyle.,comedy
A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,comedy
The goings-on in the life of a successful African-American family.,comedy
The curtain is pulled back on the millennia-old battle between the organizations of good luck and bad luck that secretly affects everyday lives.,comedy
"Greg Heffley is a 12 year old who is fresh out of elementary and transitions to middle school, where he has to learn the consequences and responsibility to survive the year.",comedy
"A young Ob/Gyn doctor balances her personal and professional life, surrounded by quirky co-workers in a small office.",comedy
A businessman and his friends are captured by a sadistic judge and his equally odd family in a bizarre mansion in the backwoods.,comedy
"A worker in a foreign finance company is bullied and worked around the clock, before a zombie outbreak finally makes him feel alive.",comedy
Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,comedy
"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",comedy
"A young man, Aren, is recruited into a secret society of magical Black people who dedicate their lives to a cause of utmost importance: making white people's lives easier.",comedy
"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",comedy
"Willa and Bill are ex-lovers that will see each other for the first time in years when they both find themselves snowed in, in-transit, at an airport overnight.",comedy
"The wife of a band leader constantly tries to become a star - in spite of her having no talent, and gets herself (along with her best friend) into the funniest predicaments.",comedy
"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.",comedy
"After being abandoned by his parents at the Grand Canyon, Joe Dirt tells the story of his journey to find his parents.",comedy
"Leo and Angela Russo live a simple life in Queens, surrounded by their overbearing Italian-American family. When their son 'Sticks' finds success on his high-school basketball team, Leo tears the family apart trying to make it happen.",comedy
"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.",comedy
"Follows the escapades and relationships of a group of neighbors living in Gulfhaven, Florida.",comedy
"In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister.",comedy
A disk containing mysterious information from a CIA agent ends up in the hands of two unscrupulous and daft gym employees who attempt to sell it.,comedy
"After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business.",comedy
Follows four friends and their antics during their final years of school.,comedy
"A nouveau riche, African-American family who move into a luxury apartment building develop close, if occasionally fractious, relationships with other tenants.",comedy
"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",comedy
"When aspiring actor Greg Sestero meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",comedy
"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",comedy
A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,comedy
"Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him"".",comedy
Follows the awkward experiences and racy tribulations of a modern-day African-American woman.,comedy
"When attending their son's college graduation, a couple reignite the spark in their relationship. But the complicated fact is they're divorced and he's remarried.",comedy
Bert's drunken past catches up with him 20 years down the road when he and his father are kidnapped by those Bert wronged 20 years ago while drunk on a college semester abroad in Russia.,comedy
Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.,comedy
"After Playboy bunny Shelley is kicked out of the Playboy Mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",comedy
"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",comedy
A young man is reunited with a mermaid he briefly encountered as a boy and falls in love with her without knowing her secret.,comedy
"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars.",comedy
A snowboarder's plans for his own snowboard park go awry when an ex-girlfriend returns to town.,comedy
"In a not-so-distant future, tech giant Pegazus offers couples the opportunity to share their pregnancies via detachable artificial wombs or pods. And so begins Rachel and Alvy's wild ride to parenthood in this brave new world.",comedy
"In the 41st century, an astronaut partakes in sexy misadventures while seeking to stop an evil scientist who threatens to bring evil back into the galaxy.",comedy
"Fran, who likes to think about dying, makes the new guy at work laugh, which leads to dating and more. Now the only thing standing in their way is Fran herself.",comedy
A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,comedy
A look at the personal and professional lives of a group of women who perform for a wrestling organization in Los Angeles during the 1980s.,comedy
The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,comedy
"When a young systems engineer blows the whistle on a dangerous technology, Charlie's Angels are called into action, putting their lives on the line to protect us all.",comedy
A young girl on the threshold of her teen years finds her life turning upside down when she is accompanied by an unlikely friend.,comedy
"A grumpy ghost named Scratch is eternally cursed to be in the presence of polar opposite Molly McGee, a cheerful tween.",comedy
"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",comedy
"Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.",comedy
An oddball couple of private detectives named Luella Shakespeare and Frank Hathaway investigate crime in Stratford-upon-Avon.,comedy
A teenage girl's secret love letters are exposed and wreak havoc on her love life.,comedy
"Follows Orion, a young boy who is afraid of heights, pets, and rendered nearly catatonic by the worst of all perils: the dark. The Dark takes Orion on a nighttime trip to prove to the youngster that the only thing to fear is fear itself.",comedy
"In England, an American car salesman ends-up spending a stormy night at the mysterious and deadly mansion of a client's family.",comedy
